IdPoliza,NumPoliza,FormaPago,FechaInicio,FechaVencimiento,FechaCobranza,Prima,Estatus,IdCompania,IdAsegurado,IdUnidad
333,M644728107-14,TRIMESTRAL,5/10/2024,5/10/2025,,,Activa,1,165,333
334,M644728107-15,TRIMESTRAL,5/10/2024,5/10/2025,,,Activa,1,165,334
335,M644728107-16,TRIMESTRAL,5/10/2024,5/10/2025,,,Cancelada,1,165,335
336,M645706422,ANUAL,14/5/2025,14/5/2026,,,Activa,1,166,336
337,M645710236,ANUAL,2/7/2025,2/7/2026,,,Activa,1,167,337
338,M645704828,ANUAL,19/4/2025,19/4/2026,,,Activa,1,168,338
339,M645721225,SEMESTRAL,11/11/2025,11/11/2026,,,Activa,1,169,339
340,M645710431,SEMESTRAL,6/7/2025,6/7/2026,,,Activa,1,170,340
341,M645711991,SEMESTRAL,30/7/2025,30/7/2026,,,Activa,1,171,341
342,M645705660,ANUAL,3/5/2025,3/5/2026,,,Activa,1,172,342
343,M645709257,SEMESTRAL,6/5/2025,6/5/2026,,,Activa,3,173,343
344,M644730265,TRIMESTRAL,31/10/2024,31/10/2025,,,Cancelada,1,174,344
345,M644720364,SEMESTRAL,6/7/2024,6/7/2025,,,Cancelada,1,175,345
346,M645701495-1,ANUAL,23/1/2025,23/1/2026,,,Activa,2,176,346
347,M645701495-2,ANUAL,23/1/2025,23/1/2026,,,Activa,2,176,347
348,M645701495-3,ANUAL,23/1/2025,23/1/2026,,,Activa,2,176,348
349,M645701495-4,ANUAL,23/1/2025,23/1/2026,,,Activa,2,176,349
350,M645701495-5,ANUAL,23/1/2025,23/1/2026,,,Activa,1,176,350
351,M645701495-6,ANUAL,23/1/2025,23/1/2026,,,Activa,1,176,351
352,M645715985,ANUAL,10/7/2025,10/7/2026,,,Activa,1,176,352
353,M644707656,ANUAL,6/3/2024,6/3/2025,,,Cancelada,1,176,353
354,M645724233,ANUAL,30/10/2025,30/10/2026,,,Activa,1,176,354
355,M645715867,ANUAL,14/7/2025,14/7/2026,,,Activa,4,177,355
356,M645718238-1,ANUAL,21/8/2025,21/8/2026,,,Activa,1,177,356
357,M645718238-2,ANUAL,21/8/2025,21/8/2026,,,Activa,1,177,357
358,M645718238-4,ANUAL,21/8/2025,21/8/2026,,,Activa,1,177,358
359,M645718238-3,ANUAL,21/8/2024,21/8/2025,,,Cancelada,1,177,359
360,M644724916-2,ANUAL,21/8/2024,21/8/2025,,,Cancelada,1,177,360
361,M644724916-4,ANUAL,21/8/2024,21/8/2025,,,Cancelada,1,177,361
362,M644724916-6,ANUAL,21/8/2024,21/8/2025,,,Cancelada,1,177,362
363,M643016398-5,ANUAL,21/8/2024,21/8/2025,,,Cancelada,1,177,363
364,M645712480,ANUAL,24/7/2025,24/7/2026,,,Activa,1,178,364
365,M645718013,ANUAL,25/9/2025,25/9/2026,,,Activa,1,178,365
366,M645719490,MENSUAL,16/10/2025,16/10/2026,,,Activa,1,179,366
367,M645722219,ANUAL,25/11/2025,25/11/2026,,,Activa,1,179,367
368,M644710447,ANUAL,11/4/2024,11/4/2025,,,Cancelada,1,180,368
369,M644708597,SEMESTRAL,15/3/2024,15/3/2025,,,Activa,1,181,369
370,M645720519,ANUAL,31/10/2025,31/10/2026,,,Activa,4,182,370
371,M645717061,ANUAL,10/9/2025,10/9/2026,,,Activa,2,183,371
372,M645700389,ANUAL,10/2/2025,10/2/2026,,,Activa,1,184,372
373,M645710686,TRIMESTRAL,26/5/2025,26/5/2026,,,Activa,1,184,373
374,M645712119,ANUAL,2/8/2025,2/8/2026,,,Activa,1,184,374
375,M644724426,ANUAL,13/8/2024,13/8/2025,,,Cancelada,1,184,375
376,M644733184,ANUAL,6/12/2024,6/12/2025,,,Activa,1,184,376
377,M645716288,TRIMESTRAL,31/8/2025,31/8/2026,,,Activa,1,185,377
378,M645719331,TRIMESTRAL,13/10/2025,13/10/2026,,,Activa,1,185,378
379,M645720445,TRIMESTRAL,30/10/2025,30/10/2026,,,Activa,1,186,379
380,M645700886,TRIMESTRAL,26/2/2025,26/2/2026,,,Activa,1,187,380
381,M644732246,ANUAL,12/1/2025,12/1/2026,,,Activa,1,188,381
382,M645715762,TRIMESTRAL,26/8/2025,26/8/2026,,,Activa,1,188,382
383,M645715760,TRIMESTRAL,26/8/2025,26/8/2026,,,Activa,1,188,383
384,M645700377,TRIMESTRAL,11/2/2025,11/2/2026,,,Activa,1,189,384
385,M644715357,ANUAL,27/5/2024,27/5/2025,,,Cancelada,1,190,385
386,M645716702,ANUAL,5/9/2025,5/9/2026,,,Activa,1,191,386
387,M645718633,ANUAL,3/10/2025,3/10/2026,,,Cancelada,1,191,387
388,M645707168,TRIMESTRAL,18/5/2025,18/5/2026,,,Activa,1,192,388
389,M645709573,TRIMESTRAL,24/6/2025,24/6/2026,,,Activa,1,192,389
390,M645710010,ANUAL,30/6/2025,30/6/2026,,,Activa,1,193,390
391,M645704561,ANUAL,1/3/2025,1/3/2026,,,Activa,1,194,391
392,M645703098-1,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,2,195,392
393,M645703098-2,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,393
394,M645703098-3,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,394
395,M645703098-4,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,395
396,M645703098-5,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,396
397,M645703098-6,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,397
398,M645703098-7,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,398
399,M645703098-8,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,399
400,M645703098-9,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,400
401,M645703098-10,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,401
402,M645703098-11,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,402
403,M645703098-12,TRIMESTRAL,16/2/2025,16/2/2026,,,Cancelada,1,195,403
404,M645703098-13,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,404
405,M645703098-14,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,405
406,M645703098-15,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,406
407,M645703098-16,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,407
408,M645703098-17,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,408
409,M645703098-18,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,409
410,M645703098-19,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,410
411,M645703098-20,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,411
412,M645703098-21,TRIMESTRAL,16/2/2025,16/2/2026,,,Cancelada,1,195,412
413,M645703098-22,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,413
414,M645703098-23,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,414
415,M645703098-24,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,415
416,M645703098-25,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,416
417,M645703098-26,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,417
418,M645703098-27,TRIMESTRAL,16/2/2025,16/2/2026,,,Activa,1,195,418
419,M645701546,TRIMESTRAL,28/2/2025,28/2/2026,,,Activa,1,195,419
420,M644705568-2,ANUAL,16/2/2024,16/2/2025,,,Cancelada,1,195,420
421,M644705568-7,ANUAL,16/2/2024,16/2/2025,,,Cancelada,1,195,421
422,M644705568-14,ANUAL,16/2/2024,16/2/2025,,,Cancelada,1,195,422
423,M644705568-27,ANUAL,16/2/2024,16/2/2025,,,Cancelada,1,195,423
424,M645701432,ANUAL,5/3/2025,5/3/2026,,,Activa,4,196,424
425,M644732392,ANUAL,14/1/2025,14/1/2026,,,Activa,1,197,425
426,M644726343,ANUAL,20/10/2024,20/10/2025,,,Cancelada,1,198,426
427,M645724715,MENSUAL,5/11/2025,5/11/2026,,,Activa,1,198,427
428,M644732541,MENSUAL,7/12/2024,7/12/2025,,,Activa,1,198,428
429,M645711692,ANUAL,9/6/2025,9/6/2026,,,Activa,1,199,429
430,M644733384,ANUAL,30/1/2025,30/1/2026,,,Cancelada,1,200,430
431,M644731656,ANUAL,6/1/2025,6/1/2026,,,Activa,4,201,431
432,M644720899,SEMESTRAL,29/7/2024,29/7/2025,,,Cancelada,1,202,432
433,M644732118,ANUAL,9/1/2025,9/1/2026,,,Activa,1,203,433
434,M645708702,ANUAL,1/5/2025,1/5/2026,,,Activa,4,203,434
435,M645719332,ANUAL,13/10/2025,13/10/2026,,,Activa,1,204,435
436,M644733029,SEMESTRAL,24/1/2025,24/1/2026,,,Activa,1,205,436
437,M644733999,SEMESTRAL,7/2/2025,7/2/2026,,,Cancelada,3,205,437
438,M645709845,SEMESTRAL,28/6/2025,28/6/2026,,,Activa,1,205,438
439,M644727849,SEMESTRAL,11/11/2024,11/11/2025,,,Cancelada,3,205,439
440,M644732872,ANUAL,21/1/2025,21/1/2026,,,Activa,3,207,440
441,M644721544,SEMESTRAL,31/8/2024,31/8/2025,,,Cancelada,1,208,441
442,M645700739,SEMESTRAL,9/1/2025,9/1/2026,,,Activa,1,209,442
443,M644709456,SEMESTRAL,26/3/2024,26/3/2025,,,Cancelada,1,209,443
444,M645703579,ANUAL,4/4/2025,4/4/2026,,,Activa,1,210,444
445,M645710336,SEMESTRAL,5/7/2025,5/7/2026,,,Activa,1,211,445
446,M644731909,ANUAL,10/1/2025,10/1/2026,,,Activa,1,212,446
447,M645708121,ANUAL,6/6/2025,6/6/2026,,,Activa,1,213,447
448,M645708634,ANUAL,12/6/2025,12/6/2026,,,Activa,3,214,448
449,M645705676,TRIMESTRAL,3/5/2025,3/5/2026,,,Activa,1,215,449
450,M645711480,SEMESTRAL,4/6/2025,4/6/2026,,,Activa,1,215,450
451,M645711566,SEMESTRAL,21/7/2025,21/7/2026,,,Cancelada,4,216,451
452,M644700979,SEMESTRAL,11/1/2024,11/1/2025,,,Cancelada,1,217,452
453,M645706038,SEMESTRAL,24/3/2025,24/3/2026,,,Activa,1,217,453
454,M645710133,SEMESTRAL,4/7/2025,4/7/2026,,,Cancelada,10,217,454
455,M645722220,SEMESTRAL,25/11/2025,25/11/2026,,,Activa,1,217,455
456,M644732084,SEMESTRAL,5/1/2025,5/1/2026,,,Activa,1,218,456
457,M645708641,ANUAL,12/6/2025,12/6/2026,,,Activa,4,218,457
458,M645712129,MENSUAL,11/6/2025,11/6/2026,,,Activa,4,218,458
459,M644732608,SEMESTRAL,6/12/2024,6/12/2025,,,Activa,4,218,459
460,M644708890,MENSUAL,23/3/2024,23/3/2025,,,Cancelada,4,218,460
461,M644709833,TRIMESTRAL,1/4/2024,1/4/2025,,,Cancelada,1,218,461
462,M644719732,SEMESTRAL,4/7/2024,4/7/2025,,,Cancelada,10,218,462
463,M645710689,SEMESTRAL,8/6/2025,8/6/2026,,,Activa,1,219,463
464,M645702978,MENSUAL,23/3/2025,23/3/2026,,,Activa,4,220,464
465,M645712014,ANUAL,27/6/2025,27/6/2026,,,Activa,1,220,465
466,M644700952,TRIMESTRAL,13/1/2024,13/1/2025,,,Cancelada,1,221,466
467,M645702072,ANUAL,27/1/2025,27/1/2026,,,Cancelada,1,222,467
468,M645709328,MENSUAL,21/6/2025,21/6/2026,,,Cancelada,1,223,468
469,M645715410,MENSUAL,9/7/2025,9/7/2026,,,Activa,1,223,469
470,M644730036,MENSUAL,28/10/2024,28/10/2025,,,Cancelada,1,224,470
471,M645716785,TRIMESTRAL,6/9/2025,6/9/2026,,,Activa,1,225,471
472,M645709338,SEMESTRAL,21/6/2025,21/6/2026,,,Activa,1,226,472
473,M644731187,SEMESTRAL,27/12/2024,27/12/2025,,,Activa,1,227,473
474,M645716283,SEMESTRAL,31/8/2025,31/8/2026,,,Activa,1,228,474
475,M645718100,TRIMESTRAL,26/9/2025,26/9/2026,,,Activa,1,229,475
476,M645707201,TRIMESTRAL,21/5/2025,21/5/2026,,,Activa,1,230,476
477,M645717405,ANUAL,15/9/2025,15/9/2026,,,Activa,1,231,477
478,M645722646,ANUAL,30/11/2025,30/11/2026,,,Activa,1,231,478
479,M645716786,MENSUAL,6/9/2025,6/9/2026,,,Activa,1,232,479
480,M644728294,MENSUAL,17/11/2024,17/11/2025,,,Cancelada,1,233,480
481,M645713828,ANUAL,14/8/2025,14/8/2026,,,Activa,6,234,481
482,M644707973,ANUAL,13/3/2024,13/3/2025,,,Cancelada,1,235,482
483,M644733935,SEMESTRAL,2/2/2025,2/2/2026,,,Activa,1,236,483
484,M645707933,ANUAL,3/6/2025,3/6/2026,,,Activa,1,237,484
485,M645710624,ANUAL,8/7/2025,8/7/2026,,,Activa,1,237,485
486,M645707648,ANUAL,30/5/2025,30/5/2026,,,Activa,2,238,486
487,M645709889,TRIMESTRAL,14/5/2025,14/5/2026,,,Activa,1,239,487
488,M644724893,ANUAL,4/10/2024,4/10/2025,,,Cancelada,3,240,488
489,M645720888,SEMESTRAL,7/11/2025,7/11/2026,,,Activa,1,241,489
490,M644707188,SEMESTRAL,2/3/2024,2/3/2025,,,Cancelada,1,242,490
491,M645706008,SEMESTRAL,7/5/2025,7/5/2026,,,Activa,1,242,491
492,M645721589,SEMESTRAL,2/10/2025,2/10/2026,,,Activa,1,242,492
493,M644709797,TRIMESTRAL,1/4/2024,1/4/2025,,,Cancelada,3,243,493
494,M645704639,SEMESTRAL,7/3/2025,7/3/2026,,,Activa,1,244,494
495,M645701787,TRIMESTRAL,23/1/2025,23/1/2026,,,Activa,1,245,495
496,M645720798,ANUAL,6/11/2025,6/11/2026,,,Activa,1,246,496
497,M645721141,ANUAL,10/11/2025,10/11/2026,,,Activa,1,246,497
498,M645721301,SEMESTRAL,12/11/2025,12/11/2026,,,Activa,1,246,498
499,M644726357,ANUAL,5/9/2024,5/9/2025,,,Activa,4,247,499
500,M645709221,ANUAL,19/6/2025,19/6/2026,,,Activa,1,248,500
501,M644732407,ANUAL,15/1/2025,15/1/2026,,,Activa,1,249,501
502,M644733442,ANUAL,31/1/2025,31/1/2026,,,Activa,4,249,502
503,M645711530,ANUAL,5/6/2025,5/6/2026,,,Cancelada,1,249,503
504,M645708171,ANUAL,13/5/2025,13/5/2026,,,Activa,4,249,504
505,M644732532,ANUAL,19/12/2024,19/12/2025,,,Activa,1,249,505
506,M645720117,TRIMESTRAL,9/9/2025,9/9/2026,,,Activa,4,250,506
507,M645701464,ANUAL,6/3/2025,6/3/2026,,,Activa,1,251,507
508,M644722789,TRIMESTRAL,8/9/2024,8/9/2025,,,Cancelada,1,252,508
509,M645716949,TRIMESTRAL,8/9/2025,8/9/2026,,,Cancelada,1,252,509
510,M645721985,ANUAL,22/11/2025,22/11/2026,,,Activa,1,253,510
511,M644727599,ANUAL,6/11/2024,6/11/2025,,,Cancelada,1,254,511
512,M644731800,SEMESTRAL,8/1/2025,8/1/2026,,,Activa,1,255,512
513,M644732444,ANUAL,13/12/2024,13/12/2025,,,Activa,1,255,513
514,M645716983,SEMESTRAL,25/7/2025,25/7/2026,,,Activa,1,256,514
515,M644722775,TRIMESTRAL,31/8/2024,31/8/2025,,,Cancelada,1,256,515
516,M645709234,MENSUAL,19/6/2025,19/6/2026,,,Cancelada,1,257,516
517,M645705548,ANUAL,29/4/2025,29/4/2026,,,Activa,1,258,517
518,M645704188,ANUAL,26/2/2025,26/2/2026,,,Activa,1,259,518
519,M645718745,ANUAL,4/10/2025,4/10/2026,,,Activa,1,259,519
520,M644732190,ANUAL,9/1/2025,9/1/2026,,,Cancelada,1,260,520
521,M645705122,SEMESTRAL,24/4/2025,24/4/2026,,,Cancelada,2,261,521
522,M644727516,ANUAL,7/11/2024,7/11/2025,,,Cancelada,2,261,522
523,M644711645,ANUAL,21/4/2024,21/4/2025,,,Cancelada,1,262,523
524,M645704874,ANUAL,16/3/2025,16/3/2026,,,Activa,1,263,524
525,M645721877,SEMESTRAL,21/11/2025,21/11/2026,,,Activa,4,263,525
526,M645708181,ANUAL,1/5/2025,1/5/2026,,,Activa,4,264,526
527,M644720944,ANUAL,16/8/2024,16/8/2025,,,Cancelada,4,264,527
528,M644726677,SEMESTRAL,30/9/2024,30/9/2025,,,Activa,4,265,528
529,M645702108,TRIMESTRAL,14/3/2025,14/3/2026,,,Activa,1,266,529
530,M645707499,ANUAL,14/4/2025,14/4/2026,,,Activa,1,266,530
531,M644726821,ANUAL,25/10/2024,25/10/2025,,,Cancelada,1,267,531
532,M645707136,ANUAL,22/5/2025,22/5/2026,,,Activa,1,268,532
533,M645721214,ANUAL,11/11/2025,11/11/2026,,,Activa,1,268,533
534,M645706910,SEMESTRAL,7/4/2025,7/4/2026,,,Activa,1,269,534
535,M645716805,SEMESTRAL,6/9/2025,6/9/2026,,,Activa,1,269,535
536,M645722215,INTEGRAL,25/11/2025,25/11/2026,,,Activa,4,270,536
537,M645700435,TRIMESTRAL,13/2/2025,13/2/2026,,,Activa,1,271,537
538,M645710826,ANUAL,12/7/2025,12/7/2026,,,Activa,4,272,538
539,M644733704,ANUAL,20/12/2024,20/12/2025,,,Activa,1,273,539
540,M644731917,SEMESTRAL,10/1/2025,10/1/2026,,,Activa,1,274,540
541,M644727647,SEMESTRAL,24/9/2024,24/9/2025,,,Cancelada,1,275,541
542,M645711334,ANUAL,18/7/2025,18/7/2026,,,Cancelada,1,276,542
543,M645720278,ANUAL,30/9/2025,30/9/2026,,,Cancelada,1,276,543
544,M645720279,ANUAL,30/9/2025,30/9/2026,,,Cancelada,1,276,544
545,M645720676,ANUAL,3/11/2025,3/11/2026,,,Cancelada,1,276,545
546,M645723308,ANUAL,8/12/2025,8/12/2026,,,Cancelada,4,276,546
547,M645725885,ANUAL,11/12/2025,11/12/2026,,,Cancelada,4,276,547
548,M645711349,ANUAL,15/7/2025,15/7/2026,,,Cancelada,1,277,548
549,M645650088,TRIMESTRAL,30/12/2024,30/12/2025,,,Cancelada,1,278,549
550,M644733480,ANUAL,22/12/2024,22/12/2025,,,Cancelada,1,279,550
551,M644726748,TRIMESTRAL,16/9/2024,16/9/2025,,,Activa,1,280,551
552,M645705199,SEMESTRAL,25/4/2025,25/4/2026,,,Activa,1,281,552
553,M645701338,ANUAL,2/3/2025,2/3/2026,,,Cancelada,1,282,553
554,M645726964,ANUAL,3/12/2025,3/12/2026,,,Activa,1,282,554
555,M644731146,ANUAL,13/11/2024,13/11/2025,,,Cancelada,1,283,555
556,M645719491,SEMESTRAL,16/10/2025,16/10/2026,,,Activa,1,284,556
557,M645706101,ANUAL,25/3/2025,25/3/2026,,,Activa,1,285,557
558,M644732340,ANUAL,13/1/2025,13/1/2026,,,Cancelada,1,286,558
559,M645704049,ANUAL,11/4/2025,11/4/2026,,,Activa,1,287,559
560,M645704738,TRIMESTRAL,17/4/2025,17/4/2026,,,Cancelada,1,288,560
561,M645707999,TRIMESTRAL,21/4/2025,21/4/2026,,,Cancelada,1,289,561
562,M645705576,ANUAL,30/4/2025,30/4/2026,,,Activa,1,290,562
563,M644722439,ANUAL,26/7/2024,26/7/2025,,,Cancelada,1,290,563
564,M645716013,ANUAL,25/8/2025,25/8/2026,,,Activa,1,290,564
565,M645718185,ANUAL,27/9/2025,27/9/2026,,,Activa,1,290,565
566,M645701161,ANUAL,15/1/2025,15/1/2026,,,Activa,1,291,566
567,M645717744,ANUAL,6/8/2025,6/8/2026,,,Activa,1,292,567
568,M644732408,ANUAL,15/1/2025,15/1/2026,,,Activa,1,293,568
569,M644704722,TRIMESTRAL,7/2/2024,7/2/2025,,,Cancelada,3,294,569
570,M645705325,TRIMESTRAL,18/3/2025,18/3/2026,,,Activa,4,295,570
571,M645718636,TRIMESTRAL,3/10/2025,3/10/2026,,,Activa,12,295,571
572,M645718376,ANUAL,28/9/2025,28/9/2026,,,Activa,1,296,572
573,M645723161,ANUAL,23/10/2025,23/10/2026,,,Activa,1,297,573
574,M645703247-1,ANUAL,21/2/2025,21/2/2026,,,Activa,1,298,574
575,M645703247-2,ANUAL,21/2/2025,21/2/2026,,,Activa,1,298,575
576,M645703247-3,ANUAL,21/2/2025,21/2/2026,,,Cancelada,1,298,576
577,M645703247-4,ANUAL,21/2/2025,21/2/2026,,,Activa,1,298,577
578,M645703247-5,ANUAL,21/2/2025,21/2/2026,,,Activa,1,298,578
579,M645703247-6,ANUAL,21/2/2025,21/2/2026,,,Activa,1,298,579
580,M645703247-7,ANUAL,21/2/2025,21/2/2026,,,Activa,1,298,580
581,M645703247-8,ANUAL,21/2/2025,21/2/2026,,,Activa,1,298,581
582,M644706172-2,ANUAL,21/2/2024,21/2/2025,,,Cancelada,1,298,582
583,M644706172-6,ANUAL,21/2/2024,21/2/2025,,,Cancelada,1,298,583
584,M645711650,TRIMESTRAL,24/7/2025,24/7/2026,,,Activa,1,299,584
585,M644733028,ANUAL,24/1/2025,24/1/2026,,,Activa,1,300,585
586,M645710649,ANUAL,9/7/2025,9/7/2026,,,Activa,1,300,586
587,M645715158,ANUAL,18/8/2025,18/8/2026,,,Activa,1,300,587
,,,,,,,,,,
588,830383833,TRIMESTRAL,12/3/2024,12/3/2025,,,Cancelada,16,2,588
589,830422899,TRIMESTRAL,26/3/2025,26/3/2026,,,Cancelada,17,2,589
590,830394515,SEMESTRAL,30/6/2024,30/6/2025,,,Cancelada,18,301,590
591,830445215,ANUAL,27/11/2025,27/11/2026,,,Activa,18,301,591
592,830430730,ANUAL,11/6/2025,11/6/2026,,,Activa,18,302,592
593,830423964,MENSUAL,4/4/2025,4/4/2026,,,Cancelada,18,303,593
594,830415402,SEMESTRAL,18/1/2025,18/1/2026,,,Activa,17,35,594
595,830376380,SEMESTRAL,31/1/2024,31/1/2025,,,Cancelada,17,35,595
596,830425623,SEMESTRAL,26/4/2025,26/4/2026,,,Cancelada,17,35,596
597,830413644,ANUAL,3/1/2025,3/1/2026,,,Activa,18,304,597
598,830395038,ANUAL,13/7/2024,13/7/2025,,,Cancelada,13,305,598
599,830376049,ANUAL,7/1/2024,7/1/2025,,,Cancelada,18,306,599
600,830426342,ANUAL,2/5/2025,2/5/2026,,,Activa,18,307,600
601,830414990,ANUAL,19/1/2025,19/1/2026,,,Activa,18,308,601
602,830442253,ANUAL,20/10/2025,20/10/2026,,,Activa,14,308,602
603,830378010,SEMESTRAL,25/1/2024,25/1/2025,,,Cancelada,18,51,603
604,830419790,SEMESTRAL,20/2/2025,20/2/2026,,,Activa,18,51,604
605,830446827,ANUAL,7/12/2025,7/12/2026,,,Activa,18,309,605
606,830418423,ANUAL,16/2/2025,16/2/2026,,,Activa,18,310,606
607,830418421,SEMESTRAL,2/2/2025,2/2/2026,,,Activa,18,54,607
608,830442313,ANUAL,10/10/2025,10/10/2026,,,Activa,16,61,608
609,830442462,ANUAL,21/10/2025,21/10/2026,,,Activa,16,61,609
610,830427606,TRIMESTRAL,13/5/2025,13/5/2026,,,Activa,18,90,610
611,830427511,TRIMESTRAL,17/5/2025,17/5/2026,,,Activa,16,90,611
612,830442160,TRIMESTRAL,9/10/2025,9/10/2026,,,Activa,18,90,612
613,830442918,TRIMESTRAL,17/10/2025,17/10/2026,,,Activa,18,90,613
614,830425451,TRIMESTRAL,21/4/2025,21/4/2026,,,Cancelada,18,311,614
615,830439432,SEMESTRAL,9/9/2025,9/9/2026,,,Activa,18,312,615
616,830424729,ANUAL,11/4/2025,11/4/2026,,,Activa,18,98,616
617,830408486,ANUAL,15/11/2024,15/11/2025,,,Cancelada,18,98,617
618,830383006,ANUAL,5/3/2024,5/3/2025,,,Cancelada,18,313,618
619,830440125,TRIMESTRAL,17/9/2025,17/9/2026,,,Activa,17,314,619
620,830446410,TRIMESTRAL,25/11/2025,25/11/2026,,,Activa,18,314,620
621,830383386,ANUAL,8/3/2024,8/3/2025,,,Cancelada,18,315,621
622,830377520,ANUAL,21/1/2024,21/1/2025,,,Cancelada,18,108,622
623,830423768,TRIMESTRAL,2/4/2025,2/4/2026,,,Activa,18,316,623
624,830435741,ANUAL,7/8/2025,7/8/2026,,,Activa,18,109,624
625,830378179,TRIMESTRAL,24/1/2024,24/1/2025,,,Cancelada,17,117,625
626,830418817,SEMESTRAL,19/2/2025,19/2/2026,,,Activa,18,121,626
627,830414168,ANUAL,5/1/2025,5/1/2026,,,Activa,18,317,627
628,830433259,ANUAL,14/7/2025,14/7/2026,,,Activa,18,318,628
629,830376865,TRIMESTRAL,12/1/2024,12/1/2025,,,Cancelada,18,153,629
630,6370058569,ANUAL,16/4/2025,16/4/2026,,,Activa,15,155,630
631,830420352,SEMESTRAL,27/2/2025,27/2/2026,,,Activa,18,161,631
632,830426653,ANUAL,21/5/2025,21/5/2026,,,Activa,18,176,632
633,830443673,ANUAL,11/11/2025,11/11/2026,,,Activa,18,319,633
634,830416222,ANUAL,21/1/2025,21/1/2026,,,Activa,18,320,634
635,830432057,SEMESTRAL,24/6/2025,24/6/2026,,,Activa,18,321,635
636,830418745,TRIMESTRAL,17/2/2025,17/2/2026,,,Cancelada,18,322,636
637,830418993,ANUAL,24/2/2025,24/2/2026,,,Activa,18,323,637
638,830383138,MENSUAL,6/3/2024,6/3/2025,,,Cancelada,18,198,638
639,830385791,ANUAL,19/4/2024,19/4/2025,,,Cancelada,17,324,639
640,830435856,ANUAL,31/7/2025,31/7/2026,,,Activa,18,325,640
641,830416270,SEMESTRAL,31/1/2025,31/1/2026,,,Activa,17,205,641
642,830417859,SEMESTRAL,7/2/2025,7/2/2026,,,Activa,18,205,642
643,830429428,SEMESTRAL,1/6/2025,1/6/2026,,,Cancelada,17,205,643
644,830437362,SEMESTRAL,18/8/2025,18/8/2026,,,Activa,17,205,644
645,830406446,ANUAL,22/10/2024,22/10/2025,,,Cancelada,16,238,645
646,830436696,TRIMESTRAL,11/8/2025,11/8/2026,,,Activa,16,326,646
647,830436697,TRIMESTRAL,11/8/2025,11/8/2026,,,Activa,16,326,647
648,830436704,TRIMESTRAL,11/8/2025,11/8/2026,,,Activa,16,326,648
649,830443694,ANUAL,9/11/2025,9/11/2026,,,Activa,17,327,649
650,830446565,ANUAL,8/12/2025,8/12/2026,,,Activa,18,328,650
651,830446566,ANUAL,14/12/2025,14/12/2026,,,Activa,18,328,651
652,830417747,SEMESTRAL,23/1/2025,23/1/2026,,,Activa,18,246,652
653,830430583,ANUAL,19/6/2025,19/6/2026,,,Activa,18,246,653
654,830433128,ANUAL,14/7/2025,14/7/2026,,,Activa,18,246,654
655,830443749,ANUAL,8/11/2025,8/11/2026,,,Activa,18,246,655
656,830412128,ANUAL,29/12/2024,29/12/2025,,,Activa,18,246,656
657,830426905,SEMESTRAL,5/5/2025,5/5/2026,,,Activa,18,329,657
658,830382307,SEMESTRAL,10/3/2024,10/3/2025,,,Cancelada,18,330,658
659,830382464,ANUAL,1/3/2024,1/3/2025,,,Activa,18,258,659
660,830421253,SEMESTRAL,19/3/2025,19/3/2026,,,Activa,18,331,660
661,830439894,SEMESTRAL,29/9/2025,29/9/2026,,,Activa,18,331,661
662,830439893,SEMESTRAL,29/9/2025,29/9/2026,,,Activa,18,331,662
663,830443042,TRIMESTRAL,7/11/2025,7/11/2026,,,Activa,18,331,663
664,830436922,SEMESTRAL,26/8/2025,26/8/2026,,,Activa,18,272,664
665,830439878,SEMESTRAL,28/9/2025,28/9/2026,,,Activa,18,272,665
666,830392272,ANUAL,15/6/2024,15/6/2025,,,Cancelada,18,277,666
667,830380797,TRIMESTRAL,20/2/2024,20/2/2025,,,Cancelada,18,332,667
668,830422111,TRIMESTRAL,22/3/2025,22/3/2026,,,Cancelada,18,332,668
